Authors,Title,Year,Source title,Cited by,Link,Document Type,Publication Stage,Source
"Chen P., Fan D., Selloni A., Carter E.A., Arnold C.B., Zhang Y., Gross A.S., Chelikowsky J.R., Yao N.","Observation of electron orbital signatures of single atoms within metal-phthalocyanines using atomic force microscopy",2023,"Nature Communications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150665650&doi=10.1038%2fs41467-023-37023-9&partnerID=40&md5=db8373ed7a0099acb59a61bc7a204781",Article,"Final",Scopus
"Zia Uddin S.M., Gupta E., Rahim M., Wang Z., Du Y., Ullah K., Arnold C.B., Mirotznik M., Gu T.","Micro-dispenser-based optical packaging scheme for grating couplers",2023,"Optics Letters",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152562566&doi=10.1364%2fOL.486595&partnerID=40&md5=af97a3848aaf1bd0c07914c5104da692",Article,"Final",Scopus
"Rupp M., Hayashi S., Dashe C., Gupta S., Moini R., Arnold C.B.","Continuous wave laser grooving of cementitious materials",2023,"Applied Physics A: Materials Science and Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147248128&doi=10.1007%2fs00339-023-06414-6&partnerID=40&md5=9cff45e78c6b16a578ce65427abe6a40",Article,"Final",Scopus
"Dutta N.S., Arnold C.B.","Illuminating the Role of Classmates in Reducing the Participation Gender Gap in Lecture-Based Engineering Classes",2022,"IEEE Transactions on Education",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125723462&doi=10.1109%2fTE.2022.3151824&partnerID=40&md5=e8d3706ecffdefef08bc7a777f0c9c56",Article,"Final",Scopus
"Ozden S., Monti S., Tozzini V., Dutta N.S., Gili S., Caggiano N., Link A.J., Pugno N.M., Higgins J., Priestley R.D., Arnold C.B.","Egg protein derived ultralightweight hybrid monolithic aerogel for water purification",2022,"Materials Today",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136694402&doi=10.1016%2fj.mattod.2022.08.001&partnerID=40&md5=abbd97b5e559a0b18807bdc39ed2ea0c",Article,"Final",Scopus
"Bizmark N., Caggiano N.J., Liu J.X., Arnold C.B., Prud’homme R.K., Datta S.S., Priestley R.D.","Hysteresis in the thermally induced phase transition of cellulose ethers",2022,"Soft Matter",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136235681&doi=10.1039%2fd2sm00564f&partnerID=40&md5=135f1abacd9251ac4e9e32fa5716f978",Article,"Final",Scopus
"Du X., Florian C., Arnold C.B.","Multi-focal laser processing in transparent materials using an ultrafast tunable acoustic lens",2022,"Optics Letters",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127438395&doi=10.1364%2fOL.447854&partnerID=40&md5=79d022fddf1e9c65725a2ed343bf053f",Article,"Final",Scopus
"Zhang W., Hou W., Deike L., Arnold C.","Understanding the Rayleigh instability in humping phenomenon during laser powder bed fusion process",2022,"International Journal of Extreme Manufacturing",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123693038&doi=10.1088%2f2631-7990%2fac466d&partnerID=40&md5=55cb3c92e8397ba288f6107206f4fe5b",Article,"Final",Scopus
"Wang Y., Liu J.X., Gu K., Soman A., Gu T., Arnold C.B., Register R.A., Loo Y.-L., Priestley R.D.","Epitaxially crystallized polyethylene exhibiting near-equilibrium melting temperatures*",2022,"Polymer Engineering and Science",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123124263&doi=10.1002%2fpen.25890&partnerID=40&md5=e31d1e1af64c050cb2592a47a614469e",Article,"Final",Scopus
"Preimesberger J.I., Arnold C.B.","The Effect of Mechanical Frequency on Piezoelectrochemical Energy Harvesters",2022,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122071303&doi=10.1109%2fTUFFC.2021.3136125&partnerID=40&md5=055a181760b177025e87ef232cae02aa",Article,"Final",Scopus
"Du X., Florian C., Arnold C.B.","Parametric study of multi-focal laser processing using an ultrafast tunable acoustic lens",2022,"Proceedings of SPIE - The International Society for Optical Engineering",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131221968&doi=10.1117%2f12.2607973&partnerID=40&md5=22c4d27e18faf8d50a44d7cef6d47eb3",Conference Paper,"Final",Scopus
"Ozden S., Delafontaine L., Asset T., Guo S., Filsinger K.A., Priestley R.D., Atanassov P., Arnold C.B.","Graphene-based catalyst for CO2 reduction: The critical role of solvents in materials design",2021,"Journal of Catalysis",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119037438&doi=10.1016%2fj.jcat.2021.10.014&partnerID=40&md5=189745c18781f5687c1822a8008770ba",Article,"Final",Scopus
"Chen P., Fan D., Zhang Y., Selloni A., Carter E.A., Arnold C.B., Dankworth D.C., Rucker S.P., Chelikowsky J.R., Yao N.","Breaking a dative bond with mechanical forces",2021,"Nature Communications",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115705146&doi=10.1038%2fs41467-021-25932-6&partnerID=40&md5=2faabf4b4965dcb7bcb0ad0c141a84cc",Article,"Final",Scopus
"Liu J.X., Bizmark N., Scott D.M., Register R.A., Haataja M.P., Datta S.S., Arnold C.B., Priestley R.D.","Evolution of Polymer Colloid Structure During Precipitation and Phase Separation",2021,"JACS Au",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139877695&doi=10.1021%2fjacsau.1c00110&partnerID=40&md5=235acf9a58cbc4cef8647955ed285281",Article,"Final",Scopus
"Dutta N.S., Arnold C.B.","Scalable solution processing of amorphous and crystalline chalcogenide films",2021,"Trends in Chemistry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105047141&doi=10.1016%2fj.trechm.2021.03.010&partnerID=40&md5=888ca57c01b8bad48729a2eeb80099e4",Review,"Final",Scopus
"Xu X., Ozden S., Bizmark N., Arnold C.B., Datta S.S., Priestley R.D.","A Bioinspired Elastic Hydrogel for Solar-Driven Water Purification",2021,"Advanced Materials",95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103387191&doi=10.1002%2fadma.202007833&partnerID=40&md5=b3e6f0512edbffefbcdc4df839e390b3",Article,"Final",Scopus
"Ozden S., Dutta N.S., Randazzo K., Tsafack T., Arnold C.B., Priestley R.D.","Interfacial Engineering to Tailor the Properties of Multifunctional Ultralight Weight hBN-Polymer Composite Aerogels",2021,"ACS Applied Materials and Interfaces",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103468913&doi=10.1021%2facsami.0c16866&partnerID=40&md5=13e5522cd504c39cdfa05527113bfca5",Article,"Final",Scopus
"Du X., Kang S., Arnold C.B.","Optimization of ultrafast axial scanning parameters for efficient pulsed laser micro-machining",2021,"Journal of Materials Processing Technology",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089503043&doi=10.1016%2fj.jmatprotec.2020.116850&partnerID=40&md5=84136b03da7b111731216b4ca1f0eba9",Article,"Final",Scopus
"Owuor P.S., Khan A., Leon C.L.Y., Ozden S., Priestley R., Arnold C., Chopra N., Tiwary C.S.","Roadblocks faced by graphene in replacing graphite in large-scale applications",2021,"Oxford Open Materials Science",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127015988&doi=10.1093%2foxfmat%2fitab004&partnerID=40&md5=792982abaaf5720319260a80a4e4a3f2",Review,"Final",Scopus
"Preimesberger J.I., Kang S., Chen Y., An K., Arnold C.B.","Investigating Mechano-Electrochemical Coupling Phenomenon in Lithium-Ion Pouch Cells Using In-situ Neutron Diffraction",2021,"ECS Transactions",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116933966&doi=10.1149%2f10401.0075ecst&partnerID=40&md5=b7c33a16c5ad464ce93d2668f7920f6a",Conference Paper,"Final",Scopus
"Turkoz E., Stone H.A., Arnold C.B., Deike L.","Simulation of impulsively induced viscoelastic jets using the Oldroyd-B model",2021,"Journal of Fluid Mechanics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100062630&doi=10.1017%2fjfm.2020.1053&partnerID=40&md5=6436d520f9e8e9eab231cb589d42f3f3",Article,"Final",Scopus
"Zhang W., Hou W., Deike L., Arnold C.B.","Using a dual-laser system to create periodic coalescence in laser powder bed fusion",2020,"Acta Materialia",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092092580&doi=10.1016%2fj.actamat.2020.09.071&partnerID=40&md5=e4abc3242c86f88e5772be41445101a5",Article,"Final",Scopus
"Augustyn V., Wang R., Balke N., Pharr M., Arnold C.B.","Deformation during Electrosorption and Insertion-Type Charge Storage: Origins, Characterization, and Design of Materials for High Power",2020,"ACS Energy Letters",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095877720&doi=10.1021%2facsenergylett.0c01823&partnerID=40&md5=cfd6c864957b9069aae77ab973dfa307",Review,"Final",Scopus
"Liu X.M., Arnold C.B.","Effects of current density on defect-induced capacity fade through localized plating in lithium-ion batteries",2020,"Journal of the Electrochemical Society",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092433288&doi=10.1149%2f1945-7111%2fabb838&partnerID=40&md5=1c318a96318ec39c77a02e64f73204a7",Article,"Final",Scopus
"Preimesberger J.I., Kang S., Arnold C.B.","Figures of Merit for Piezoelectrochemical Energy-Harvesting Systems",2020,"Joule",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090061933&doi=10.1016%2fj.joule.2020.07.019&partnerID=40&md5=0b3e5d2136064d7d48f85bd6ebea11c4",Article,"Final",Scopus
"Zhang W., Wong K., Morales M., Molpeceres C., Arnold C.B.","Implications of using two low-power continuous-wave lasers for polishing",2020,"International Journal of Extreme Manufacturing",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092460083&doi=10.1088%2f2631-7990%2fab94c6&partnerID=40&md5=bfcaf22572829ccff4d3b2ad60ce94c5",Article,"Final",Scopus
"Kang S.Y., Duocastella M., Arnold C.B.","Variable optical elements for fast focus control",2020,"Nature Photonics",47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089821998&doi=10.1038%2fs41566-020-0684-z&partnerID=40&md5=e4276b4894ef5d9df849a9cbfc1af926",Review,"Final",Scopus
"Dutta N.S., Noel N.K., Arnold C.B.","Crystalline Nature of Colloids in Methylammonium Lead Halide Perovskite Precursor Inks Revealed by Cryo-Electron Microscopy",2020,"Journal of Physical Chemistry Letters",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089613171&doi=10.1021%2facs.jpclett.0c01975&partnerID=40&md5=54a1c6e75129ed8baf670ae227ba339e",Article,"Final",Scopus
"Dutta N.S., Almeida J.M.P., Mendonça C.R., Arnold C.B.","Effects of disorder on two-photon absorption in amorphous semiconductors",2020,"Optics Letters",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086540105&doi=10.1364%2fOL.391197&partnerID=40&md5=36abc99e669ff648a7d6c042f097d16a",Article,"Final",Scopus
"Chang W., Park J.H., Dutta N.S., Arnold C.B., Steingart D.A.","Morphological and Chemical Mapping of Columnar Lithium Metal",2020,"Chemistry of Materials",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090580680&doi=10.1021%2facs.chemmater.9b04385&partnerID=40&md5=114b2619f34479bb4940787264f3ba32",Article,"Final",Scopus
"Wang F., Wang Z., Mao D., Chen M., Li Q., Kananen T., Fang D., Soman A., Hu X., Arnold C.B., Gu T.","Light Emission from Self-Assembled and Laser-Crystallized Chalcogenide Metasurface",2020,"Advanced Optical Materials",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079731593&doi=10.1002%2fadom.201901236&partnerID=40&md5=33da99b979ec1b4de6f400ba79f22135",Article,"Final",Scopus
"Dutta N.S., Shao P., Gong K., White C.E., Yao N., Arnold C.B.","Understanding solution processing of inorganic materials using cryo-EM",2020,"Optical Materials Express",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079041880&doi=10.1364%2fOME.10.000119&partnerID=40&md5=63d201bb5826dd2177ff81e04fc647b2",Article,"Final",Scopus
"Song X., Cheng G., Weber D., Pielnhofer F., Lei S., Klemenz S., Yeh Y.-W., Filsinger K.A., Arnold C.B., Yao N., Schoop L.M.","Soft Chemical Synthesis of HxCrS2: An Antiferromagnetic Material with Alternating Amorphous and Crystalline Layers",2019,"Journal of the American Chemical Society",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072848889&doi=10.1021%2fjacs.9b07503&partnerID=40&md5=b50f00547effa8aaef0c8e764383fcd4",Article,"Final",Scopus
"Noel N.K., Habisreutinger S.N., Pellaroque A., Pulvirenti F., Wenger B., Zhang F., Lin Y.-H., Reid O.G., Leisen J., Zhang Y., Barlow S., Marder S.R., Kahn A., Snaith H.J., Arnold C.B., Rand B.P.","Interfacial charge-transfer doping of metal halide perovskites for high performance photovoltaics",2019,"Energy and Environmental Science",88,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073876658&doi=10.1039%2fc9ee01773a&partnerID=40&md5=7aaf63fe97d70a442777c4718baae9e4",Article,"Final",Scopus
"Fu M.K., Chen T.-H., Arnold C.B., Hultmark M.","Experimental investigations of liquid-infused surface robustness under turbulent flow",2019,"Experiments in Fluids",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067670340&doi=10.1007%2fs00348-019-2747-9&partnerID=40&md5=54a02ac51e66e617fbb8a7b15f22056e",Article,"Final",Scopus
"Turkoz E., Kang S., Du X., Deike L., Arnold C.B.","Reduction of Transfer Threshold Energy for Laser-Induced Jetting of Liquids using Faraday Waves",2019,"Physical Review Applied",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065501618&doi=10.1103%2fPhysRevApplied.11.054022&partnerID=40&md5=336246614cbbcbf6f7c677472014dbde",Article,"Final",Scopus
"Chen J.W., Lim K., Bandini S.B., Harris G.M., Spechler J.A., Arnold C.B., Fardel R., Schwarzbauer J.E., Schwartz J.","Controlling the Surface Chemistry of a Hydrogel for Spatially Defined Cell Adhesion",2019,"ACS Applied Materials and Interfaces",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065150383&doi=10.1021%2facsami.9b04023&partnerID=40&md5=63fb2f91329ecdb66d06f5626c458687",Article,"Final",Scopus
"Kang S., Preimesberger J.I., Arnold C.B.","Varying power generation in ultra low-frequency mechanical energy harvesting of piezoelectrochemical materials",2019,"Journal of the Electrochemical Society",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073242047&doi=10.1149%2f2.0161910jes&partnerID=40&md5=a2a7fa3584220bba2c1733e6ac3f25b3",Article,"Final",Scopus
"Turkoz E., Perazzo A., Deike L., Stone H.A., Arnold C.B.","Deposition-on-contact regime and the effect of donor-acceptor distance during laser-induced forward transfer of viscoelastic liquids",2019,"Optical Materials Express",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070497973&doi=10.1364%2fOME.9.002738&partnerID=40&md5=1b47108bb922728fe42e8377504592a1",Article,"Final",Scopus
"Wang Y., Jeong H., Chowdhury M., Arnold C.B., Priestley R.D.","Exploiting physical vapor deposition for morphological control in semi-crystalline polymer films",2018,"Polymer Crystallization",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066133720&doi=10.1002%2fpcr2.10021&partnerID=40&md5=94c2c7ec55c54d0a80087db9cc67f4f9",Review,"Final",Scopus
"Turkoz E., Morales M., Kang S., Perazzo A., Stone H.A., Molpeceres C., Arnold C.B.","Laser-induced forward transfer from healing silver paste films",2018,"Applied Physics Letters",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057457967&doi=10.1063%2f1.5060717&partnerID=40&md5=30c3602c975850f58c533729eff59511",Article,"Final",Scopus
"Almeida J.M.P., Paula K.T., Arnold C.B., Mendonça C.R.","Sub-wavelength self-organization of chalcogenide glass by direct laser writing",2018,"Optical Materials",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049910362&doi=10.1016%2fj.optmat.2018.06.068&partnerID=40&md5=dda369ac5c217e11d789c071bcd71bff",Article,"Final",Scopus
"Turkoz E., Kang S., Deike L., Arnold C.B.","Subthreshold laser jetting via flow-focusing in laser-induced forward transfer",2018,"Physical Review Fluids",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052919945&doi=10.1103%2fPhysRevFluids.3.082201&partnerID=40&md5=5ea078e1dade82b8fcc4fd7eab951d6d",Article,"Final",Scopus
"Turkoz E., Perazzo A., Arnold C.B., Stone H.A.","Salt type and concentration affect the viscoelasticity of polyelectrolyte solutions",2018,"Applied Physics Letters",25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047126380&doi=10.1063%2f1.5026573&partnerID=40&md5=9a2f26e1c73d2df3b3311f53213e0b00",Article,"Final",Scopus
"Chen T.-H., Fardel R., Arnold C.B.","Ultrafast z-scanning for high-efficiency laser micro-machining",2018,"Light: Science and Applications",39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073979039&doi=10.1038%2flsa.2017.181&partnerID=40&md5=7c10a0f6d50fadbf8947e8bb0623724e",Article,"Final",Scopus
"Schiffer Z.J., Arnold C.B.","Characterization and Model of Piezoelectrochemical Energy Harvesting Using Lithium ion Batteries",2018,"Experimental Mechanics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019248980&doi=10.1007%2fs11340-017-0291-1&partnerID=40&md5=8b9da0a40037422e1532b795eb22b86c",Article,"Final",Scopus
"Turkoz E., Perazzo A., Kim H., Stone H.A., Arnold C.B.","Impulsively Induced Jets from Viscoelastic Films for High-Resolution Printing",2018,"Physical Review Letters",37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042146738&doi=10.1103%2fPhysRevLett.120.074501&partnerID=40&md5=48d19cd8229d34cddb0235e40635365a",Article,"Final",Scopus
"Jeong H., Chowdhury M., Wang Y., Sezen-Edmonds M., Loo Y.-L., Register R.A., Arnold C.B., Priestley R.D.","Tuning Morphology and Melting Temperature in Polyethylene Films by MAPLE",2018,"Macromolecules",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041017347&doi=10.1021%2facs.macromol.7b02345&partnerID=40&md5=74118b9dfc1653e599574a1d9018a90e",Article,"Final",Scopus
"Dutta N.S., Arnold C.B.","Concentration dependence of As2S3 chalcogenide glass cluster size in amine solution",2018,"RSC Advances",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055456017&doi=10.1039%2fc8ra07610c&partnerID=40&md5=a379e28ba27898e90a02f882c1d00846",Article,"Final",Scopus
"Liu X.M., Fang A., Haataja M.P., Arnold C.B.","Size dependence of transport non-uniformities on localized plating in lithium-ion batteries",2018,"Journal of the Electrochemical Society",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046534964&doi=10.1149%2f2.1181805jes&partnerID=40&md5=31f532509d103c29445b9013c92d4f2a",Article,"Final",Scopus
"Kang S., Dotsenko E., Amrhein D., Theriault C., Arnold C.B.","Ultra-high-speed variable focus optics for novel applications in advanced imaging",2018,"Proceedings of SPIE - The International Society for Optical Engineering",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045310234&doi=10.1117%2f12.2294487&partnerID=40&md5=3d168d4c2e6d40a483c2d38f06d557bf",Conference Paper,"Final",Scopus
"Almeida G.F.B., Almeida J.M.P., Martins R.J., De Boni L., Arnold C.B., Mendonca C.R.","Third-order optical nonlinearities in bulk and fs-laser inscribed waveguides in strengthened alkali aluminosilcate glass",2018,"Laser Physics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043517670&doi=10.1088%2f1555-6611%2faa8ac2&partnerID=40&md5=03de41d30919b86a2309755cb9d82ffd",Article,"Final",Scopus
"Bandini S.B., Spechler J.A., Donnelly P.E., Lim K., Arnold C.B., Schwarzbauer J.E., Schwartz J.","Perforation Does Not Compromise Patterned Two-Dimensional Substrates for Cell Attachment and Aligned Spreading",2017,"ACS Biomaterials Science and Engineering",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038213200&doi=10.1021%2facsbiomaterials.7b00339&partnerID=40&md5=f658dc5287157d8ebba854fb982e8e2e",Article,"Final",Scopus
"Lee K.M., Fardel R., Zhao L., Arnold C.B., Rand B.P.","Enhanced outcoupling in flexible organic light-emitting diodes on scattering polyimide substrates",2017,"Organic Electronics",37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030558088&doi=10.1016%2fj.orgel.2017.09.042&partnerID=40&md5=06df0f70c6fd05d66e1554941398c104",Article,"Final",Scopus
"Turkoz E., Deike L., Arnold C.B.","Comparison of jets from Newtonian and non-Newtonian fluids induced by blister-actuated laser-induced forward transfer (BA-LIFT)",2017,"Applied Physics A: Materials Science and Processing",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029722764&doi=10.1007%2fs00339-017-1252-3&partnerID=40&md5=28de84dc3c40652e4b95cd9cab79ee90",Article,"Final",Scopus
"Gu T., Gao J., Ostroumov E.E., Jeong H., Wu F., Fardel R., Yao N., Priestley R.D., Scholes G.D., Loo Y.-L., Arnold C.B.","Photoluminescence of Functionalized Germanium Nanocrystals Embedded in Arsenic Sulfide Glass",2017,"ACS Applied Materials and Interfaces",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020243980&doi=10.1021%2facsami.7b02520&partnerID=40&md5=c2d60ad6e45020ed14188fc398eb2f18",Article,"Final",Scopus
"Chen T.-H., Ault J.T., Stone H.A., Arnold C.B.","High-speed axial-scanning wide-field microscopy for volumetric particle tracking velocimetry",2017,"Experiments in Fluids",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016792899&doi=10.1007%2fs00348-017-2316-z&partnerID=40&md5=bf0683287bb36dcd3ddec87e3ea8f129",Article,"Final",Scopus
"Fu M.K., Fan Y., Byers C.P., Chen T.-H., Arnold C.B., Hultmark M.","Elastic filament velocimetry (EFV)",2017,"Measurement Science and Technology",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011009000&doi=10.1088%2f1361-6501%2f28%2f2%2f025301&partnerID=40&md5=cdbcd23e1c797e69ef7f294146378c99",Article,"Final",Scopus
"Duocastella M., Arnold C.B., Puchalla J.","Selectable light-sheet uniformity using tuned axial scanning",2017,"Microscopy Research and Technique",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997017402&doi=10.1002%2fjemt.22795&partnerID=40&md5=c378e997a786aeb148aa775e728df5c2",Article,"Final",Scopus
"Chen T.-H., Tsai Y.-C., Fardel R., Arnold C.B.","Generation of nanoscale anticounterfeiting patterns on silicon by optical trap assisted nanopatterning",2017,"Journal of Laser Applications",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994851675&doi=10.2351%2f1.4966590&partnerID=40&md5=8c917083401f0d048dc3ec8d8bb073c7",Article,"Final",Scopus
"Gu T., Jeong H., Yang K., Wu F., Yao N., Priestley R.D., White C.E., Arnold C.B.","Anisotropic crystallization in solution processed chalcogenide thin film by linearly polarized laser",2017,"Applied Physics Letters",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010636164&doi=10.1063%2f1.4975067&partnerID=40&md5=af56ac3996eb4be4624fe359c1e3677d",Article,"Final",Scopus
"Jeong H., Napolitano S., Arnold C.B., Priestley R.D.","Irreversible Adsorption Controls Crystallization in Vapor-Deposited Polymer Thin Films",2017,"Journal of Physical Chemistry Letters",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018192859&doi=10.1021%2facs.jpclett.6b02573&partnerID=40&md5=ce12ab7de3c2a94c18702901dd30cb94",Article,"Final",Scopus
"Turkoz E., Perazzo A., Kim H., Stone H.A., Arnold C.B.","Viscoelastic polymer jets induced by blister-actuated laser-induced forward transfer (BA-LIFT)",2017,"Optics InfoBase Conference Papers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039896600&partnerID=40&md5=94b41f8a78384a9f53a6863ce08e40cb",Conference Paper,"Final",Scopus
"Arnold C.B.","Mechanical phenomena and their effects on electrochemical performance in Li-ion battery systems",2017,"34th Annual International Battery Seminar and Exhibit",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035199144&partnerID=40&md5=c83ec934880502b2d495bcaec86d1428",Conference Paper,"Final",Scopus
"Lee K.M., Fardel R., Zhao L., Arnold C., Rand B.","Outcoupling enhancement in white organic light-emitting diodes on scattering polyimide substrates",2017,"Optics InfoBase Conference Papers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035148505&doi=10.1364%2fSSL.2017.SW2C.2&partnerID=40&md5=00cda3fd7a9ae534ef69ec208681e6a3",Conference Paper,"Final",Scopus
